Country,Afghanistan,Albania,Algeria,Andorra,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,Herzegovina,Brazil,Brunei,Bulgaria,Faso,Burma,Burundi,Verde,Cambodia,Cameroon,Canada,Republic,Chad,Chile,China,Colombia,Comoros,Rica,Ivoire,Croatia,Cuba,Cyprus,Czechia,Denmark,Princess,Djibouti,Republic,Ecuador,Egypt,Salvador,Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Finland,France,Gabon,Georgia,Germany,Ghana,Gibraltar,Greece,Guatemala,Guinea,Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,South,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Morocco,Mozambique,Nepal,Netherlands,Zealand,Nicaragua,Niger,Nigeria,Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Marino,Principe,Arabia,Senegal,Serbia,Leone,Singapore,Slovakia,Slovenia,Somalia,Africa,Sudan,Spain,Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Togo,Tobago,Tunisia,Turkey,US,Uganda,Ukraine,Emirates,Kingdom,Uruguay,Uzbekistan,Venezuela,Vietnam,Gaza,World,Yemen,Zambia,Zimbabwe,Albania,Algeria,Andorra,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,Herzegovina,Brazil,Brunei,Bulgaria,Faso,Burma,Burundi,Verde,Cambodia,Cameroon,Canada,Republic,Chad,Chile,China,Colombia,Comoros,Rica,Ivoire,Croatia,Cuba,Cyprus,Czechia,Denmark,Princess,Djibouti,Republic,Ecuador,Egypt,Salvador,Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Finland,France,Gabon,Georgia,Germany,Ghana,Gibraltar,Greece,Guatemala,Guinea,Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,South,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Morocco,Mozambique,Nepal,Netherlands,Zealand,Nicaragua,Niger,Nigeria,Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Marino,Principe,Arabia,Senegal,Serbia,Leone,Singapore,Slovakia,Slovenia,Somalia,Africa,Sudan,Spain,Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Togo,Tobago,Tunisia,Turkey,US,Uganda,Ukraine,Emirates,Kingdom,Uruguay,Uzbekistan,Venezuela,Vietnam,Gaza,World,Yemen,Zambia
2020/4/12,555,433,1825,601,,1975,967,6303,13806,1058,,1040,482,2226,28018,,275,946,20727,136,661,484,,,,120,820,23316,,,6927,83399,2709,,577,533,1534,620,616,5831,6191,712,187,2759,7257,1939,118,,,1304,,,2905,94863,,242,124908,408,129,2081,137,250,,,,392,1310,1689,8446,3842,70029,1318,8928,10743,152271,,6005,381,865,191,10480,283,1154,339,630,619,,,1026,3270,102,,4530,,,370,,319,4219,1560,,263,1545,,,24571,1312,,491,318,760,6409,546,5230,2974,133,6848,4428,6356,15987,2728,5990,13584,120,356,,4033,278,3380,,2299,728,1188,,2028,,163027,198,,,10151,25107,,,,2518,,112,685,52167,527958,,2511,3736,79745,501,767,175,258,268,1737813,,,,433,1825,601,,1975,967,6303,13806,1058,,1040,482,2226,28018,,275,946,20727,136,661,484,,,,120,820,23316,,,6927,83399,2709,,577,533,1534,620,616,5831,6191,712,187,2759,7257,1939,118,,,1304,,,2905,94863,,242,124908,408,129,2081,137,250,,,,392,1310,1689,8446,3842,70029,1318,8928,10743,152271,,6005,381,865,191,10480,283,1154,339,630,619,,,1026,3270,102,,4530,,,370,,319,4219,1560,,263,1545,,,24571,1312,,491,318,760,6409,546,5230,2974,133,6848,4428,6356,15987,2728,5990,13584,120,356,,4033,278,3380,,2299,728,1188,,2028,,163027,198,,,10151,25107,,,,2518,,112,685,52167,527958,,2511,3736,79745,501,767,175,258,268,1737813,,
2020/4/13,607,446,1914,638,,2142,1013,6315,13945,1098,,1136,621,2578,29647,,300,1009,22192,136,675,497,,,,122,820,24299,,,7213,83522,2776,,595,574,1600,669,633,5991,6369,712,214,2967,7466,2065,125,,,1309,,,2974,121712,,257,127854,566,129,2114,155,250,,,,393,1410,1701,9205,4241,71686,1352,9655,11145,156363,,6748,389,951,197,10512,283,1234,377,651,630,,,1053,3281,106,,4683,,105,378,,324,4661,1662,,272,1661,,,25746,1330,,529,323,828,6525,599,5496,3234,134,7519,4648,6674,16585,2979,6300,15770,126,356,,4462,280,3630,,2532,742,1205,,2173,,166831,210,,,10483,25415,,,,2551,,113,707,56956,556517,,2777,4123,85077,480,865,181,262,271,1836615,,,,446,1914,638,,2142,1013,6315,13945,1098,,1136,621,2578,29647,,300,1009,22192,136,675,497,,,,122,820,24299,,,7213,83522,2776,,595,574,1600,669,633,5991,6369,712,214,2967,7466,2065,125,,,1309,,,2974,121712,,257,127854,566,129,2114,155,250,,,,393,1410,1701,9205,4241,71686,1352,9655,11145,156363,,6748,389,951,197,10512,283,1234,377,651,630,,,1053,3281,106,,4683,,105,378,,324,4661,1662,,272,1661,,,25746,1330,,529,323,828,6525,599,5496,3234,134,7519,4648,6674,16585,2979,6300,15770,126,356,,4462,280,3630,,2532,742,1205,,2173,,166831,210,,,10483,25415,,,,2551,,113,707,56956,556517,,2777,4123,85077,480,865,181,262,271,1836615,,
2020/4/14,665,467,1983,646,,2208,1039,6351,14041,1148,,1361,803,2919,30589,,330,1037,23430,136,685,497,,,,122,820,25680,,,7525,83606,2852,,612,626,1650,726,662,6059,6513,712,298,3167,7529,2190,137,,,1332,,,3064,125394,,272,130072,566,129,2145,156,319,,,,397,1458,1711,10453,4557,73303,1378,10647,11586,159516,,7370,391,1091,208,10537,283,1300,419,655,632,,,1062,3292,106,,4817,,123,384,,324,5014,1712,,274,1763,,,26710,1349,,529,343,854,6603,727,5837,3400,147,9784,4932,6934,16934,3231,6633,18328,127,356,,4934,291,4054,,2918,769,1212,,2272,,170099,217,,,10948,25688,,,,2579,,113,726,61049,581810,,3102,4521,89441,483,998,189,265,273,1906692,,,,467,1983,646,,2208,1039,6351,14041,1148,,1361,803,2919,30589,,330,1037,23430,136,685,497,,,,122,820,25680,,,7525,83606,2852,,612,626,1650,726,662,6059,6513,712,298,3167,7529,2190,137,,,1332,,,3064,125394,,272,130072,566,129,2145,156,319,,,,397,1458,1711,10453,4557,73303,1378,10647,11586,159516,,7370,391,1091,208,10537,283,1300,419,655,632,,,1062,3292,106,,4817,,123,384,,324,5014,1712,,274,1763,,,26710,1349,,529,343,854,6603,727,5837,3400,147,9784,4932,6934,16934,3231,6633,18328,127,356,,4934,291,4054,,2918,769,1212,,2272,,170099,217,,,10948,25688,,,,2579,,113,726,61049,581810,,3102,4521,89441,483,998,189,265,273,1906692,,
2020/4/15,714,475,2070,659,,2277,1067,6415,14226,1197,,1528,1012,3281,31119,,354,1083,25262,136,713,528,,,,122,848,27035,,,7917,83699,2979,,618,638,1704,766,695,6111,6706,712,363,3286,7603,2350,149,,,1373,,,3161,130365,,300,131359,636,129,2170,167,363,,,,407,1512,1720,11487,4839,74877,1400,11479,12046,162488,,7645,397,1232,216,10564,387,1355,430,657,641,,,1070,3307,108,,4987,,144,393,,324,5399,1934,,283,1888,,,27580,1366,,570,373,908,6623,813,6383,3472,159,10303,5223,7202,17448,3428,6879,21102,134,371,,5369,299,4465,,3252,835,1220,,2415,,172541,233,,,11445,25936,,,,2613,,113,747,65111,608845,,3372,4933,94716,492,1165,189,266,284,1977287,,,,475,2070,659,,2277,1067,6415,14226,1197,,1528,1012,3281,31119,,354,1083,25262,136,713,528,,,,122,848,27035,,,7917,83699,2979,,618,638,1704,766,695,6111,6706,712,363,3286,7603,2350,149,,,1373,,,3161,130365,,300,131359,636,129,2170,167,363,,,,407,1512,1720,11487,4839,74877,1400,11479,12046,162488,,7645,397,1232,216,10564,387,1355,430,657,641,,,1070,3307,108,,4987,,144,393,,324,5399,1934,,283,1888,,,27580,1366,,570,373,908,6623,813,6383,3472,159,10303,5223,7202,17448,3428,6879,21102,134,371,,5369,299,4465,,3252,835,1220,,2415,,172541,233,,,11445,25936,,,,2613,,113,747,65111,608845,,3372,4933,94716,492,1165,189,266,284,1977287,,
2020/4/16,784,494,2160,673,,2443,1111,6440,14336,1253,,1671,1231,3728,33573,,397,1110,28320,136,747,542,,,,122,848,28209,,,8273,83751,3105,,626,638,1741,814,715,6216,6876,712,435,3614,7858,2505,159,,,1400,,,3237,133585,,306,134753,636,131,2192,180,404,,,,419,1579,1727,12322,5136,76389,1415,12547,12501,165155,125,8100,401,1295,225,10591,387,1405,449,666,658,,,1091,3373,110,,5072,,148,399,,324,5847,2049,,288,2024,,,28316,1386,,584,407,974,6740,910,6919,3574,161,11475,5453,7582,18091,3711,7216,24490,136,372,,5862,314,4873,,3699,863,1248,,2506,,177644,238,,,11927,26336,,,,2643,,114,780,69392,637974,,3764,5365,99352,493,1302,197,267,291,2057584,,,,494,2160,673,,2443,1111,6440,14336,1253,,1671,1231,3728,33573,,397,1110,28320,136,747,542,,,,122,848,28209,,,8273,83751,3105,,626,638,1741,814,715,6216,6876,712,435,3614,7858,2505,159,,,1400,,,3237,133585,,306,134753,636,131,2192,180,404,,,,419,1579,1727,12322,5136,76389,1415,12547,12501,165155,125,8100,401,1295,225,10591,387,1405,449,666,658,,,1091,3373,110,,5072,,148,399,,324,5847,2049,,288,2024,,,28316,1386,,584,407,974,6740,910,6919,3574,161,11475,5453,7582,18091,3711,7216,24490,136,372,,5862,314,4873,,3699,863,1248,,2506,,177644,238,,,11927,26336,,,,2643,,114,780,69392,637974,,3764,5365,99352,493,1302,197,267,291,2057584,,
2020/4/17,840,518,2268,673,,2571,1159,6462,14476,1283,,1700,1572,4204,34809,,441,1167,30425,136,800,546,,,,122,996,30809,,,8807,83798,3233,,642,654,1791,862,735,6433,7074,712,591,3755,8225,2673,164,,,1434,,,3369,146075,,348,137698,641,131,2207,196,438,,,,426,1652,1739,13430,5516,77995,1434,13271,12758,168941,143,8626,402,1402,234,10613,449,1524,466,675,663,,,1128,3444,111,,5182,,171,412,,324,6297,2154,,303,2283,,,29383,1401,,584,442,1081,6896,1019,7025,3751,174,12491,5660,7918,18841,4103,7707,27938,138,426,,6380,335,5318,,4427,977,1268,,2605,,184948,238,,,12540,26732,,,,2672,,114,822,74193,669272,,4161,5825,104014,502,1349,204,268,294,2153578,,,,518,2268,673,,2571,1159,6462,14476,1283,,1700,1572,4204,34809,,441,1167,30425,136,800,546,,,,122,996,30809,,,8807,83798,3233,,642,654,1791,862,735,6433,7074,712,591,3755,8225,2673,164,,,1434,,,3369,146075,,348,137698,641,131,2207,196,438,,,,426,1652,1739,13430,5516,77995,1434,13271,12758,168941,143,8626,402,1402,234,10613,449,1524,466,675,663,,,1128,3444,111,,5182,,171,412,,324,6297,2154,,303,2283,,,29383,1401,,584,442,1081,6896,1019,7025,3751,174,12491,5660,7918,18841,4103,7707,27938,138,426,,6380,335,5318,,4427,977,1268,,2605,,184948,238,,,12540,26732,,,,2672,,114,822,74193,669272,,4161,5825,104014,502,1349,204,268,294,2153578,,
2020/4/18,906,539,2418,696,,2669,1201,6522,14595,1340,,1740,1838,4779,36138,,465,1214,33682,136,846,557,,,,122,996,32814,,,9252,84155,3439,,649,688,1814,923,750,6549,7268,712,732,4126,8450,2844,177,,,1459,,,3489,148084,108,370,141397,641,132,2224,214,477,,,,442,1763,1754,14352,5923,79494,1482,13980,12982,172434,143,9787,407,1546,246,10635,480,1658,489,682,668,,,1149,3480,117,,5251,,171,422,,324,6875,2264,,303,2564,,,30619,1409,,627,493,1117,6937,1069,7638,4016,199,13489,5878,8379,19022,4663,8067,32008,143,435,,7142,342,5690,,5050,1049,1304,116,2783,,190839,244,,,13216,27078,,,147,2700,,114,864,78546,701996,,4662,6302,109637,508,1405,204,268,307,2242537,,,,539,2418,696,,2669,1201,6522,14595,1340,,1740,1838,4779,36138,,465,1214,33682,136,846,557,,,,122,996,32814,,,9252,84155,3439,,649,688,1814,923,750,6549,7268,712,732,4126,8450,2844,177,,,1459,,,3489,148084,108,370,141397,641,132,2224,214,477,,,,442,1763,1754,14352,5923,79494,1482,13980,12982,172434,143,9787,407,1546,246,10635,480,1658,489,682,668,,,1149,3480,117,,5251,,171,422,,324,6875,2264,,303,2564,,,30619,1409,,627,493,1117,6937,1069,7638,4016,199,13489,5878,8379,19022,4663,8067,32008,143,435,,7142,342,5690,,5050,1049,1304,116,2783,,190839,244,,,13216,27078,,,147,2700,,114,864,78546,701996,,4662,6302,109637,508,1405,204,268,307,2242537,,
2020/4/19,933,548,2534,704,,2758,1248,6568,14671,1373,,1773,2144,4779,37183,,493,1268,36658,137,878,565,,,,122,1017,34356,,,9730,84185,3439,,655,801,1832,986,761,6606,7437,712,732,4335,9022,3032,190,,,1512,,105,3681,148086,108,388,143342,834,132,2235,235,518,,,,457,1834,1760,15722,6248,80868,1513,14758,13265,175925,163,10296,413,1615,262,10653,510,1751,506,712,672,,,1239,3537,120,,5305,,216,426,,325,7497,2378,,307,2685,,,31766,1422,,639,542,1170,7036,1180,8348,4210,202,14420,6087,8742,19685,5008,8418,36793,144,455,,8274,350,5994,,5992,1089,1317,135,3034,,191726,254,,,13822,27404,,,147,2733,,114,864,82329,730317,,5106,6302,115182,517,1490,227,268,313,2316073,,,,548,2534,704,,2758,1248,6568,14671,1373,,1773,2144,4779,37183,,493,1268,36658,137,878,565,,,,122,1017,34356,,,9730,84185,3439,,655,801,1832,986,761,6606,7437,712,732,4335,9022,3032,190,,,1512,,105,3681,148086,108,388,143342,834,132,2235,235,518,,,,457,1834,1760,15722,6248,80868,1513,14758,13265,175925,163,10296,413,1615,262,10653,510,1751,506,712,672,,,1239,3537,120,,5305,,216,426,,325,7497,2378,,307,2685,,,31766,1422,,639,542,1170,7036,1180,8348,4210,202,14420,6087,8742,19685,5008,8418,36793,144,455,,8274,350,5994,,5992,1089,1317,135,3034,,191726,254,,,13822,27404,,,147,2733,,114,864,82329,730317,,5106,6302,115182,517,1490,227,268,313,2316073,,
2020/4/20,996,562,2629,713,,2839,1291,6610,14749,1398,,1881,2456,4779,38496,,520,1285,38654,138,894,576,111,,,122,1017,35633,,,10088,84225,3792,,660,847,1871,1035,767,6746,7580,712,846,4680,9468,3144,201,,,1528,,108,3783,153011,109,394,145184,1042,132,2235,257,579,,,,472,1916,1771,17615,6575,82211,1539,15251,13491,178972,173,10797,417,1676,270,10661,561,1915,554,727,673,,,1298,3550,121,,5389,,224,427,,328,8261,2472,,308,2855,,,32838,1431,,648,627,1207,7078,1266,8418,4273,206,15628,6259,9287,20206,5448,8746,42853,147,461,,9362,367,6318,,6588,1161,1330,164,3158,,198674,271,,,14385,27740,,,170,2765,,114,879,86306,756375,,5449,6781,121040,528,1565,256,268,319,2398423,,,,562,2629,713,,2839,1291,6610,14749,1398,,1881,2456,4779,38496,,520,1285,38654,138,894,576,111,,,122,1017,35633,,,10088,84225,3792,,660,847,1871,1035,767,6746,7580,712,846,4680,9468,3144,201,,,1528,,108,3783,153011,109,394,145184,1042,132,2235,257,579,,,,472,1916,1771,17615,6575,82211,1539,15251,13491,178972,173,10797,417,1676,270,10661,561,1915,554,727,673,,,1298,3550,121,,5389,,224,427,,328,8261,2472,,308,2855,,,32838,1431,,648,627,1207,7078,1266,8418,4273,206,15628,6259,9287,20206,5448,8746,42853,147,461,,9362,367,6318,,6588,1161,1330,164,3158,,198674,271,,,14385,27740,,,170,2765,,114,879,86306,756375,,5449,6781,121040,528,1565,256,268,319,2398423,,
2020/4/21,1026,584,2718,717,,2941,1339,6623,14795,1436,,1907,2948,6264,39983,,564,1309,40743,138,929,581,119,,,122,1163,37658,,,10507,84239,3977,,662,847,1881,1087,772,6900,7711,712,846,4964,10128,3333,218,,,1535,,111,3868,155393,120,402,147065,1042,132,2245,289,622,,,,477,1984,1773,18539,6760,83505,1574,15652,13713,181228,223,10797,425,1852,281,10674,598,1995,568,739,677,,,1326,3558,121,,5425,,246,431,,328,8772,2548,,312,3046,,,33588,1440,,648,665,1225,7156,1410,9565,4467,208,16325,6459,9593,20863,6015,8936,47121,147,462,,10484,377,6630,,8014,1173,1335,237,3300,,200210,304,107,,14777,27944,,,254,2792,,114,884,90980,783716,,5710,7265,125724,535,1627,256,268,329,2472264,,,,584,2718,717,,2941,1339,6623,14795,1436,,1907,2948,6264,39983,,564,1309,40743,138,929,581,119,,,122,1163,37658,,,10507,84239,3977,,662,847,1881,1087,772,6900,7711,712,846,4964,10128,3333,218,,,1535,,111,3868,155393,120,402,147065,1042,132,2245,289,622,,,,477,1984,1773,18539,6760,83505,1574,15652,13713,181228,223,10797,425,1852,281,10674,598,1995,568,739,677,,,1326,3558,121,,5425,,246,431,,328,8772,2548,,312,3046,,,33588,1440,,648,665,1225,7156,1410,9565,4467,208,16325,6459,9593,20863,6015,8936,47121,147,462,,10484,377,6630,,8014,1173,1335,237,3300,,200210,304,107,,14777,27944,,,254,2792,,114,884,90980,783716,,5710,7265,125724,535,1627,256,268,329,2472264,,
2020/4/22,1092,609,2811,717,,3031,1401,6645,14873,1480,,1973,3382,6723,40956,,598,1342,43079,138,975,600,121,,,122,1163,39402,,,10832,84278,4149,,669,916,1908,1137,784,7033,7891,712,945,5044,10398,3490,225,,,1552,,114,4014,158168,156,408,148291,1042,132,2401,294,688,,,,494,2098,1778,20080,7135,84802,1602,16040,13942,183957,223,11135,428,1995,296,10683,604,2080,590,748,677,101,,1350,3618,121,,5482,,258,443,,328,9501,2614,,313,3209,,,34317,1445,,657,665,1231,7191,1508,10076,4658,208,17837,6599,9856,21379,6533,9242,52763,150,476,,11631,412,6890,,9125,1199,1344,286,3465,,204178,310,107,,15322,28063,,,254,2811,,115,884,95591,809213,,6125,7755,130040,543,1678,285,268,329,2546905,,,,609,2811,717,,3031,1401,6645,14873,1480,,1973,3382,6723,40956,,598,1342,43079,138,975,600,121,,,122,1163,39402,,,10832,84278,4149,,669,916,1908,1137,784,7033,7891,712,945,5044,10398,3490,225,,,1552,,114,4014,158168,156,408,148291,1042,132,2401,294,688,,,,494,2098,1778,20080,7135,84802,1602,16040,13942,183957,223,11135,428,1995,296,10683,604,2080,590,748,677,101,,1350,3618,121,,5482,,258,443,,328,9501,2614,,313,3209,,,34317,1445,,657,665,1231,7191,1508,10076,4658,208,17837,6599,9856,21379,6533,9242,52763,150,476,,11631,412,6890,,9125,1199,1344,286,3465,,204178,310,107,,15322,28063,,,254,2811,,115,884,95591,809213,,6125,7755,130040,543,1678,285,268,329,2546905,,
2020/4/23,1176,634,2910,723,,3144,1473,6652,14925,1518,,2027,3772,7281,41889,,609,1368,45757,138,1024,609,123,,,122,1163,41663,,,11296,84294,4356,,681,952,1950,1189,790,7132,8108,712,974,5300,10850,3659,237,,,1559,,116,4129,155980,166,416,150648,1154,132,2408,316,761,,,,510,2168,1785,21370,7418,85996,1631,16671,14498,187327,233,11512,435,2135,303,10694,630,2248,612,761,682,101,,1370,3654,121,,5532,,293,444,,329,10544,2778,,315,3446,,,35032,1451,,662,873,1259,7338,1614,11155,4821,213,19250,6710,10169,21982,7141,9710,57999,153,488,,12772,442,7144,,10141,1244,1353,286,3635,,208389,330,140,,16004,28268,,,284,2826,,115,909,98674,837414,,6592,8238,134506,549,1716,288,268,335,2622750,,,,634,2910,723,,3144,1473,6652,14925,1518,,2027,3772,7281,41889,,609,1368,45757,138,1024,609,123,,,122,1163,41663,,,11296,84294,4356,,681,952,1950,1189,790,7132,8108,712,974,5300,10850,3659,237,,,1559,,116,4129,155980,166,416,150648,1154,132,2408,316,761,,,,510,2168,1785,21370,7418,85996,1631,16671,14498,187327,233,11512,435,2135,303,10694,630,2248,612,761,682,101,,1370,3654,121,,5532,,293,444,,329,10544,2778,,315,3446,,,35032,1451,,662,873,1259,7338,1614,11155,4821,213,19250,6710,10169,21982,7141,9710,57999,153,488,,12772,442,7144,,10141,1244,1353,286,3635,,208389,330,140,,16004,28268,,,284,2826,,115,909,98674,837414,,6592,8238,134506,549,1716,288,268,335,2622750,,
2020/4/24,1279,663,3007,723,,3435,1523,6662,15002,1548,,2217,4186,8022,42797,,703,1413,50036,138,1097,616,139,,,122,1334,43299,,,11812,84311,4561,,686,1004,1981,1235,795,7187,8271,712,986,5543,11183,3891,250,,,1592,,116,4284,158303,167,425,153129,1154,133,2463,384,862,,,,519,2284,1789,23077,7775,87026,1677,17607,14803,189973,257,12368,437,2289,320,10708,669,2399,631,778,688,101,,1398,3665,121,,5603,108,309,445,,331,11633,2926,,316,3568,,,35921,1456,,671,981,1300,7401,1716,11940,5166,213,20914,6981,10511,22353,7764,10096,62773,154,501,,13930,479,7276,,11178,1325,1366,328,3953,,213024,368,174,,16755,28496,,,284,2839,,115,918,101790,871617,,7170,8756,139113,557,1758,311,268,336,2711635,,,,663,3007,723,,3435,1523,6662,15002,1548,,2217,4186,8022,42797,,703,1413,50036,138,1097,616,139,,,122,1334,43299,,,11812,84311,4561,,686,1004,1981,1235,795,7187,8271,712,986,5543,11183,3891,250,,,1592,,116,4284,158303,167,425,153129,1154,133,2463,384,862,,,,519,2284,1789,23077,7775,87026,1677,17607,14803,189973,257,12368,437,2289,320,10708,669,2399,631,778,688,101,,1398,3665,121,,5603,108,309,445,,331,11633,2926,,316,3568,,,35921,1456,,671,981,1300,7401,1716,11940,5166,213,20914,6981,10511,22353,7764,10096,62773,154,501,,13930,479,7276,,11178,1325,1366,328,3953,,213024,368,174,,16755,28496,,,284,2839,,115,918,101790,871617,,7170,8756,139113,557,1758,311,268,336,2711635,,
2020/4/25,1351,678,3127,731,,3607,1596,6677,15071,1592,,2518,4689,8773,44293,,807,1421,54043,138,1234,629,144,,,122,1430,44919,,,12306,84327,4881,,687,1077,2009,1285,804,7273,8408,712,999,5749,22719,4092,274,214,,1605,,117,4395,159952,172,444,154999,1279,133,2490,430,954,,,,591,2443,1789,24530,8211,88194,1708,18184,15058,192994,288,12829,441,2482,336,10718,703,2614,665,784,696,117,,1410,3695,122,,5691,129,325,447,,331,12872,3110,,319,3758,,,36729,1461,,681,1095,1326,7463,1790,12723,5338,223,21648,7192,10892,22797,8525,10417,68622,176,513,,15102,545,7483,,12075,1360,1373,328,4220,,202990,420,174,,17567,28677,,,299,2907,,115,922,104912,907908,,7647,9281,144507,563,1804,318,270,340,2799064,,,,678,3127,731,,3607,1596,6677,15071,1592,,2518,4689,8773,44293,,807,1421,54043,138,1234,629,144,,,122,1430,44919,,,12306,84327,4881,,687,1077,2009,1285,804,7273,8408,712,999,5749,22719,4092,274,214,,1605,,117,4395,159952,172,444,154999,1279,133,2490,430,954,,,,591,2443,1789,24530,8211,88194,1708,18184,15058,192994,288,12829,441,2482,336,10718,703,2614,665,784,696,117,,1410,3695,122,,5691,129,325,447,,331,12872,3110,,319,3758,,,36729,1461,,681,1095,1326,7463,1790,12723,5338,223,21648,7192,10892,22797,8525,10417,68622,176,513,,15102,545,7483,,12075,1360,1373,328,4220,,202990,420,174,,17567,28677,,,299,2907,,115,922,104912,907908,,7647,9281,144507,563,1804,318,270,340,2799064,,
2020/4/26,1463,712,3256,738,,3780,1677,6694,15148,1617,,2588,4998,9590,45325,,866,1486,59324,138,1247,629,146,,,122,1518,46371,,,12858,84338,5142,,693,1077,2016,1337,810,7352,8643,712,1008,5926,22719,4319,274,258,,1635,,122,4475,161644,176,456,156513,1279,136,2506,473,996,,,,627,2443,1790,26283,8607,89328,1763,18561,15298,195351,305,13231,444,2601,343,10728,731,2892,665,804,704,120,,1426,3711,123,,5742,177,370,448,,331,13842,3304,,320,3897,,,37384,1470,,684,1182,1367,7499,1905,13328,5538,228,25331,7294,11273,23392,9358,10635,74588,183,513,,16299,614,7779,,12693,1373,1388,390,4361,,205905,460,213,,18177,28894,,,299,2907,,115,939,107773,940829,,8125,9813,149433,596,1862,323,270,342,2884420,,,,712,3256,738,,3780,1677,6694,15148,1617,,2588,4998,9590,45325,,866,1486,59324,138,1247,629,146,,,122,1518,46371,,,12858,84338,5142,,693,1077,2016,1337,810,7352,8643,712,1008,5926,22719,4319,274,258,,1635,,122,4475,161644,176,456,156513,1279,136,2506,473,996,,,,627,2443,1790,26283,8607,89328,1763,18561,15298,195351,305,13231,444,2601,343,10728,731,2892,665,804,704,120,,1426,3711,123,,5742,177,370,448,,331,13842,3304,,320,3897,,,37384,1470,,684,1182,1367,7499,1905,13328,5538,228,25331,7294,11273,23392,9358,10635,74588,183,513,,16299,614,7779,,12693,1373,1388,390,4361,,205905,460,213,,18177,28894,,,299,2907,,115,939,107773,940829,,8125,9813,149433,596,1862,323,270,342,2884420,,
2020/4/27,1531,726,3382,738,,3892,1746,6714,15225,1645,,2647,5416,10463,46134,,950,1516,63100,138,1300,632,146,,106,122,1621,48033,,,13331,84341,5379,,695,1150,2030,1369,817,7404,8773,712,1023,6135,22719,4534,298,258,,1643,,123,4576,162220,176,486,157770,1550,141,2517,500,996,,,,627,2500,1792,27890,8882,90481,1820,19262,15443,197675,350,13441,447,2717,355,10738,763,3075,682,812,707,124,,1438,3723,124,,5780,214,389,448,,332,14677,3408,,321,4065,,,38040,1469,,696,1273,1386,7527,1998,13915,5779,228,27517,7579,11617,23864,10287,11036,80949,191,538,,17522,671,8042,,13624,1379,1396,436,4546,,207634,523,237,,18640,29061,,,299,2922,,115,949,110130,968517,,8617,10349,153896,606,1869,325,270,342,2958352,,,,726,3382,738,,3892,1746,6714,15225,1645,,2647,5416,10463,46134,,950,1516,63100,138,1300,632,146,,106,122,1621,48033,,,13331,84341,5379,,695,1150,2030,1369,817,7404,8773,712,1023,6135,22719,4534,298,258,,1643,,123,4576,162220,176,486,157770,1550,141,2517,500,996,,,,627,2500,1792,27890,8882,90481,1820,19262,15443,197675,350,13441,447,2717,355,10738,763,3075,682,812,707,124,,1438,3723,124,,5780,214,389,448,,332,14677,3408,,321,4065,,,38040,1469,,696,1273,1386,7527,1998,13915,5779,228,27517,7579,11617,23864,10287,11036,80949,191,538,,17522,671,8042,,13624,1379,1396,436,4546,,207634,523,237,,18640,29061,,,299,2922,,115,949,110130,968517,,8617,10349,153896,606,1869,325,270,342,2958352,,
